b1c3
b7b6
e2e3
a7a5
f1a6
b8a6
f2f4
a8a7
d1g4
h7h5
c3b5
d7d6
h2h3
c8e6
b5c3
e8d7
a2a4
d7c6
g4f5
e6d7
f5g5
e7e5
c3d5
d8a8
g5e5
d7g4
e5e8
c6c5
a1a3
g8h6
b2b3
a6b4
d5c3
g4c8
e1e2
a8b7
c3b5
d6d5
e8e7
f8e7
b5d4
e7d6
d4e6
f7e6
g2g3
h8h7
h1h2
b6b5
f4f5
c7c6
a3a1
d6e7
e2f3
e7h4
c2c3
b7f7
d2d4
c5b6
a1a2
h4g3
a2a1
b4d3
e3e4
f7f8
c1d2
g3c7
h2f2
e6e5
f5f6
f8g8
d2e3
d3f4
f2c2
g7g5
c2e2
g8f8
a1d1
h6g4
d1f1
h5h4
e2h2
c8b7
h2e2
e5d4
f1f2
f8g8
e4e5
g4e5
