g1f3
b7b5
b1c3
b5b4
c3d5
b4b3
a2b3
d7d6
f3d4
a7a5
d4b5
c7c6
d5c7
e8d7
c7a8
c8b7
b5d4
g8h6
d2d3
h6g8
d1d2
c6c5
a1a5
c5d4
d2b4
d7e8
a8b6
e7e5
a5a7
d6d5
b4a5
b7c6
c1d2
h7h6
d2b4
c6b7
b4f8
f7f6
f8g7
e5e4
g7h8
e4d3
a7b7
d3c2
a5b5
b8d7
b5c6
g8e7
c6c2
d7b6
h8f6
b6d7
f6e7
d7b6
c2g6
