g1f3
g8h6
f3e5
b8c6
e5c6
a8b8
c6d8
b7b6
g2g4
h6f5
d8f7
b8a8
f7h8
d7d6
f1g2
a8b8
g2c6
c8d7
c6d7
e8d7
g4f5
h7h5
h8g6
b8c8
e2e3
c8d8
d1h5
b6b5
h5h8
d7c8
g6f8
d8f8
h8f8
c8d7
h1g1
d6d5
g1g7
a7a6
f8e7
d7c8
e7c7
