c2c3
b8c6
f2f4
g8f6
d2d4
f6e4
h2h3
e4g3
h1h2
c6d4
e2e3
g3f5
f1d3
d4c2
d3c2
f5h4
b1d2
h4g2
e1e2
g2e3
c2b1
e3d1
b2b3
d1c3
e2e3
c3d5
e3d3
d5f4
d3d4
f4e6
d4d3
e6c5
d3c3
c5b3
h2f2
b3a1
a2a4
a1b3
f2f6
b3d2
b1d3
d2b1
c3c4
b1a3
c4b4
e7f6
b4b3
a3c4
b3c4
d7d5
c4d4
c8f5
c1h6
f8c5
d4c5
d8d6
c5b5
f5d3
b5a5
d6a6
a5b4
a6c4
b4a5
c4a6
a5b4
a6c4
b4a5
c4a6
