b2b3
b7b6
d2d3
a7a5
c1a3
b8a6
a3b4
e7e6
h2h3
d7d6
b4a3
h7h5
c2c3
f7f5
a3b2
c7c6
b1a3
b6b5
a3b5
g8h6
a1b1
e8d7
d1c1
e6e5
c3c4
a6b8
f2f4
g7g5
b5a7
a8a7
c1d1
h6g8
f4e5
a7c7
a2a3
c8b7
g2g3
b8a6
e2e4
a6b8
d1c1
b7c8
h3h4
f8g7
c1c2
c7b7
b2a1
d8b6
f1h3
b6d8
c4c5
b7c7
c2c3
d8e8
g1e2
g7f6
e5f6
d7d8
c5d6
g8h6
e4e5
e8g8
h4g5
g8d5
d6c7
d8d7
b1b2
d5c5
e1d1
c5b5
e2c1
h6f7
h1e1
b5d5
c1e2
h8g8
e1f1
d5f3
a3a4
g8f8
c3c6
d7c6
g3g4
f5f4
f1f3
f7h8
e2c3
f8e8
f6f7
c8e6
f3e3
e6c8
h3g2
c6c5
g2h3
b8c6
f7e8q
c8a6
e3e2
c5b4
e8f7
b4a3
b2a2
a3b4
g5g6
c6e5
h3g2
e5f3
c3b5
f3g5
e2b2
h8g6
f7g8
f4f3
g2f3
g5h3
b5a3
h3f4
d1e1
f4e2
g8e6
e2g1
e6f5
a6d3
f3e2
d3e4
e1f2
e4b7
f5f7
b7d5
e2d3
d5e4
d3c4
e4f3
b2d2
g1h3
f2e3
h3f2
a1b2
f3g2
d2d7
g2f3
c7c8q
f3e4
e3e2
e4f3
e2f1
f3e4
f1e1
e4f3
d7d2
f3e4
f7f6
e4f3
c8d8
f3g2
d2d3
g2f3
g4g5
f3e4
d8d5
f2h1
a2a1
h1g3
d5b7
e4b7
d3d1
b7d5
a1b1
d5c6
e1f2
c6d7
b1c1
d7f5
f6d8
g3f1
d1e1
f1h2
b2a1
h2f3
c4d5
b4a3
d5c4
f5d7
a1b2
a3b2
d8f8
f3g5
f2g1
g6e7
f8e7
d7e6
e7f8
e6f7
f8c5
b2a2
c1b1
f7e8
c5g5
e8a4
g5g6
a4b5
b1b2
a2b2
g6d3
b5c6
d3f3
b2c2
f3g3
c6g2
g3g4
h5h4
e1e8
g2h1
e8e7
h1f3
g1h2
c2b1
g4h4
f3d5
e7e2
b1a1
e2b2
a1b2
h4h5
b2c1
h5f7
d5c6
f7f2
c1b1
b3b4
c6g2
f2f3
b1a1
c4f7
a5b4
f3e2
g2d5
e2e8
d5c4
h2h3
a1a2
f7g6
c4f1
h3g3
a2b3
e8a8
f1d3
a8e8
d3c4
e8c6
b3a2
c6g2
c4e2
g6f5
a2b2
f5h3
b2a3
h3g4
e2f3
g3f4
f3d1
g2d2
d1c2
d2c3
b4b3
c3c2
b3c2
f4g5
a3b4
g4h5
b4c5
h5g6
c5d6
g6c2
