e2e3
d7d5
f2f3
e7e5
f1d3
f8c5
g1e2
g8f6
h1g1
e8g8
d3c4
d5c4
e2c3
b8c6
g1h1
c8f5
b2b3
c6b4
c3b5
f5c2
c1b2
b4d3
e1f1
c2d1
f3f4
d3b2
b5c3
e5f4
c3d1
b2d1
h2h3
d1e3
f1f2
e3g2
d2d4
d8d4
f2e2
d4d3
