b1a3
b8c6
c2c3
c6e5
g1h3
e5g4
b2b4
g8f6
h3g5
f6d5
h2h3
g4e5
a3c2
d5f4
g5f7
e8f7
c1b2
e5c4
b2c1
c4e5
h1h2
f7f6
e2e3
f4d5
b4b5
f6g6
c3c4
d5f6
d1g4
f6g4
a2a4
g4h2
c2b4
e7e6
b4a6
b7a6
a1a2
f8b4
f2f3
d8h4
e1d1
h2f1
e3e4
a6b5
d1e2
f1g3
e2e3
b5c4
a2a1
e5d3
c1b2
b4c5
b2d4
h4h6
f3f4
h6f4
