b1c3
b8c6
c3d5
a7a6
g1f3
f7f6
a1b1
c6a5
f3d4
b7b5
d2d3
b5b4
d5b4
g8h6
c1f4
a5b7
f2f3
g7g5
f4g3
e7e6
d1d2
h8g8
b1a1
g8g7
a1b1
e8e7
d2c3
a6a5
g3c7
h6f7
c7d8
b7d8
c3c5
f7d6
d4e6
a5a4
e6g7
a8a5
g7f5
e7f7
c5a5
h7h6
a5d8
d6f5
b4d5
f8a3
d8c8
f5g3
c8d7
a3e7
d7e7
f7g8
d5f6
g8h8
e7f8
