c2c4
f7f6
b2b4
e7e6
a2a4
f8b4
d1c2
c7c5
c1b2
g8e7
e2e4
h8f8
g1e2
f8f7
c2d1
e8f8
b2f6
g7f6
h2h4
f8g8
e2f4
g8h8
d1c1
h8g8
e4e5
f6e5
c1b2
e5f4
h1h3
d8a5
h3g3
f4g3
h4h5
g3f2
e1d1
b8a6
d2d4
c5d4
h5h6
a5f5
b2b3
e7g6
c4c5
g8h8
b3c3
d4c3
g2g4
c3c2
d1c1
c2b1q
a1b1
b4a3
b1b2
f5c5
c1b1
a6b4
f1b5
f2f1q
b5f1
f7f1
