a2a3
b8a6
b2b3
e7e5
c2c3
d7d6
d2d3
a6c5
e2e3
f8e7
f2f3
e7h4
g2g3
d8f6
h2h3
a7a5
a3a4
f6e7
b3b4
a5b4
c3c4
d6d5
d3d4
e5d4
e3e4
h4g3
e1d2
g8h6
f3f4
h6g4
h3h4
e8d8
a4a5
g4e5
c4d5
f7f6
f4f5
c5d3
h4h5
c8d7
a5a6
d7b5
d5d6
a8b8
h5h6
e5f3
g1f3
e7e4
a6a7
h8f8
d6d7
e4d5
h6g7
d3e1
a7a8q
f8h8
g7g8q
d5g8
b1c3
e1d3
c3d5
d3b2
f3g5
b2a4
d5e7
g8f8
g5h7
g3f2
e7g8
f8e8
d7e8q
b5e8
h7g5
h8h6
g5h7
d8c8
h7g5
e8b5
g5h7
b5d3
h7g5
d3f1
g5h7
f2g3
h7g5
g3h4
g5h7
h4g3
h7g5
a4c3
g5h7
g3h2
h7g5
c3b1
a1b1
f1h3
g5h7
h6h5
h7g5
d4d3
g5h7
h2g1
h7g5
c7c5
g5h7
b7b6
h7g5
b8a8
g5h7
c8d7
h7g5
d7c8
g5h7
a8a5
h7g5
b6b5
g5h7
h3f5
h7g5
c5c4
g5h7
g1d4
h7g5
f5g4
g5h7
d4e3
d2e1
e3f2
e1f1
a5a3
h7g5
h5h7
g5h7
g4h3
h1h3
f2g3
h7g5
a3a7
g5h7
g3b8
h7g5
d3d2
g5h7
a7a6
h7g5
a6a7
g5h7
a7a6
h7g5
b8c7
g5h7
c7d8
h7g5
c4c3
g5h7
a6a3
h7g5
c3c2
g5h7
a3a2
h7g5
d2c1q
g5h7
c1d2
h7g5
d8e7
g5h7
d2d7
h7g5
a2a4
g5h7
d7d1
b1d1
a4a7
h7g5
c2c1q
g5h7
a7b7
h7g5
c8b8
g5h7
c1c6
h7g5
c6c8
g5h7
b8a8
h7g5
c8f5
g5f3
e7f8
g8h6
f5c2
f3g5
c2d1
f1f2
d1d8
g5h7
b7h7
h6g4
d8e7
g4h6
e7a7
h3e3
f8d6
h6g4
h7h5
g4h6
d6b8
h6g4
a7a6
g4h6
b8g3
e3g3
h5h4
h6g4
a6a3
g4h6
h4h5
h6g4
h5h3
g4h6
a3f3
g3f3
h3f3
f2e1
f3f1
e1f1
a8a7
h6g4
f6f5
g4h6
b4b3
h6g4
a7a8
g4h6
f5f4
h6g4
a8b8
g4h6
b3b2
h6g4
b8b7
g4h6
b7b6
h6g4
b5b4
g4h6
b6c5
h6g4
c5b6
g4h6
b6a7
h6g4
a7a6
g4h6
f4f3
h6g4
a6a5
g4h6
b2b1q
f1f2
b1f5
h6g4
f5g6
g4h6
g6h6
f2e1
h6h7
e1d1
a5a6
d1c1
h7h5
c1b1
h5g6
b1a1
g6h7
a1a2
h7h1
a2b2
h1b1
b2b1
a6a7
b1a1
a7a8
a1b1
a8a7
b1a1
a7a8
a1b1
f3f2
b1a1
f2f1q
a1a2
f1e2
a2a1
e2e4
a1a2
e4c6
a2a1
c6d6
a1b1
d6d7
b1a1
d7d8
a1b1
b4b3
b1a1
d8g5
a1b1
a8b8
b1a1
g5f5
a1b2
f5f6
b2b1
f6g5
b1a1
g5b5
a1b1
b8c8
b1a1
b5c5
a1b1
c5e7
b1a1
e7b7
a1b1
c8d8
b1a1
d8c8
a1b1
b7a6
b1c1
a6a5
c1b1
a5c5
b1a1
c5f8
a1b1
c8d7
b1a1
b3b2
a1b1
f8f3
b1a2
f3f5
a2b2
f5c2
b2a1
c2a4
a1b1
a4d4
b1c1
d7c6
c1b1
d4d6
b1a1
d6f4
a1b1
f4d2
b1a1
d2e2
a1b1
e2a2
b1c1
a2d5
c1b1
d5g2
b1a1
g2c2
