b1a3
e7e5
a3c4
h7h6
g1f3
e8e7
f3e5
h8h7
b2b3
a7a5
c1a3
e7e8
a3f8
e8f8
d1c1
d8g5
e5f3
g5g6
c1b2
g6g2
f1g2
g7g5
b2e5
b8c6
e5c7
b7b5
c4b6
a8b8
b6c8
g8f6
f3g5
h7h8
g2c6
h6g5
c7b8
d7c6
c8d6
f8g7
b8b7
f6g4
b7f7
g7h6
d6f5
