b1a3
g8h6
f2f4
d7d6
a3b5
a7a6
b2b4
d6d5
e2e4
f7f6
b5a7
g7g5
g1h3
d8d6
e4e5
c8d7
f4g5
d7a4
d2d3
a4c6
e1f2
c6a4
f2f3
c7c5
f3e3
d5d4
e3e2
a8a7
c2c4
f6f5
c1d2
e7e6
d2e3
d6e5
h3g1
a6a5
b4b5
b8a6
g1f3
e5d6
d1b1
d6b8
h2h4
a4d1
e2d2
b8a8
h1g1
d1c2
b1d1
h8g8
g2g4
a6b8
d1c1
f5f4
a2a3
f4e3
d2e2
c2a4
f3e1
f8d6
g1g2
e8d8
g5g6
d6g3
a1a2
g3c7
c1d2
b8c6
g2g1
c6b4
g1h1
b4a2
d2e3
g8e8
e3f2
h7g6
f2g1
e8f8
h1h2
f8f7
g1g2
h6g4
h2h3
d8e8
g2g1
a2b4
h3h2
a4b5
g1f2
a5a4
f2g1
b4d3
g1d4
d3b4
d4c3
b4d5
c3e5
g4h6
e5c7
a8d8
c7c6
f7d7
c6c5
d5c7
c5f5
a7a8
f5c2
d7d6
h2g2
d6d2
e2f3
b5a6
g2g6
a6c4
g6h6
c4b5
c2d1
b7b6
h6f6
d2d4
f6f5
a8a6
f3g3
a6a5
f5f7
d8e7
g3g2
b5d7
d1c2
d7c6
g2g3
c7a6
f7e7
e8f8
g3h2
c6b7
e7b7
d4d6
h2h3
a5h5
f1b5
d6d8
c2b1
d8d6
b1a1
d6d7
a1b2
d7e7
b5d3
h5c5
b2c3
c5a5
e1c2
f8e8
c3c7
e7g7
d3g6
g7g6
c7g3
a6b4
g3g5
b4d3
g5h5
a5c5
h5h7
c5h5
h7h8
h5h8
b7e7
e8f8
c2d4
d3c5
d4b5
g6g8
e7b7
g8g7
b7c7
g7e7
b5a7
e7c7
h3g4
f8e8
g4h3
e8e7
a7c6
e7f6
c6a7
h8f8
h4h5
c7c6
h3h4
f6e7
a7c8
e7e8
h4g5
c5d7
g5g4
d7c5
c8d6
e8d8
d6b7
d8e7
g4h3
f8f7
b7d6
c6d6
h3g2
b6b5
g2h2
f7f4
h2g3
d6b6
h5h6
b5b4
h6h7
e7d7
g3g2
f4f3
h7h8q
c5b7
g2h2
b6c6
h8b2
f3f4
h2g1
c6a6
b2h2
f4f6
g1g2
f6f2
g2h3
d7e7
h3g4
a6a8
h2h7
e7f8
h7c7
a8a5
c7b8
f8f7
b8h8
b4a3
h8a8
f7g7
g4h3
a5d5
a8d8
d5a5
d8b6
f2f1
h3h2
a5a7
b6d6
f1f2
h2h3
f2f1
h3g4
a7a5
d6d5
b7d6
d5d2
f1f6
d2c3
a5e5
g4g3
e5e4
c3c7
g7h8
c7a5
h8h7
a5b4
e4e3
g3g4
d6c8
b4f8
c8d6
g4g5
d6b7
g5h4
b7d6
f8g7
h7g7
h4h5
f6g6
h5h4
g6g5
h4g5
e3e2
g5g4
d6b5
g4f3
b5d6
f3e2
e6e5
e2d3
d6b7
d3d2
b7d6
d2c1
d6b5
c1c2
b5a7
c2d2
g7f8
d2c1
f8g8
c1d2
a7c6
d2d1
c6d4
d1c1
d4f3
c1c2
f3h2
c2d2
g8g7
d2c2
e5e4
c2c3
h2f3
c3b4
f3e5
b4a3
g7h8
a3a2
e5f7
a2b2
h8g8
b2a3
g8g7
a3a4
f7h8
a4b5
g7g6
b5b6
g6h5
b6c7
h5h6
c7d8
h6h5
d8e7
h5h4
e7d6
h4h5
d6c7
e4e3
c7b7
e3e2
b7c6
e2e1q
c6d7
e1e2
d7c6
e2e5
c6b6
e5f5
b6a6
f5c2
a6a5
c2d2
a5b5
d2e2
b5b4
h5h4
b4a3
e2e4
a3a2
h4g5
a2b3
e4e6
b3b4
e6a6
b4c3
g5h5
c3b2
a6b5
b2a2
b5a5
a2b2
a5b6
b2a2
b6h6
a2a1
h6d6
a1b2
d6e6
b2b1
e6e5
b1a2
h5h6
a2b1
e5e4
b1b2
e4c6
b2a1
c6b5
a1a2
b5c6
a2b1
c6e6
b1b2
e6d7
b2a1
h8f7
a1b2
d7d2
b2a3
f7d6
a3b3
d6b5
b3a4
d2g2
a4b3
g2b7
b3b4
h6g5
b4b3
g5f6
b3c2
b5d4
c2d1
b7b2
d1e1
d4c2
e1d1
f6e6
d1e2
b2c1
e2f2
c2b4
f2e2
c1c4
e2f3
c4g4
f3e3
g4c4
e3d2
e6e5
d2e3
c4c6
e3d2
c6a8
d2e2
a8a7
e2f3
b4d3
f3g4
d3c5
g4g5
