g1h3
b8c6
c2c3
c6b4
h3f4
b4a2
g2g4
a2c3
h2h4
c3d1
d2d4
d1f2
f4h3
f2h1
b1a3
h1g3
b2b4
g3f1
g4g5
e7e6
d4d5
f8b4
e1d1
f1e3
c1e3
b4a3
e3f4
d8g5
d1d2
g5f4
h3f4
a3c1
d2e1
c1f4
d5d6
f4e5
e1f1
e5a1
d6c7
a1e5
e2e4
e5c7
e4e5
c7e5
f1g1
h7h5
g1f1
g7g5
f1f2
e5d4
f2e2
g5h4
e2f1
h4h3
f1e1
h8h6
e1f1
a8b8
f1e1
b8a8
e1e2
a8b8
e2d2
h6g6
d2e2
g6g1
e2f3
g1g2
f3f4
g2g3
f4e4
d4e5
e4e5
g8f6
e5d6
g3g5
d6c7
b8a8
c7d6
f6e4
d6c7
g5c5
