g2g3
b8c6
b1a3
e7e5
b2b4
f8b4
a1b1
g8f6
g1h3
d7d5
h3g1
a7a6
b1b3
d8d6
g1h3
c6d4
b3d3
c8f5
h3g1
f5d3
c2d3
b4a3
d1b3
d4b3
e2e3
b3c1
e3e4
c1a2
h2h4
d6b6
f2f3
a3c5
h4h5
b6b1
e1e2
a2c3
d2c3
b1c2
e2e1
c5f2
