g1f3
c7c5
f3g5
d7d5
b1c3
d8d6
e2e3
d6a6
f1a6
f7f5
a6b5
c8d7
b5d7
e8d8
d7f5
d5d4
g5e6
d8e8
d1h5
g7g6
f5g6
h7g6
h5h8
d4c3
h8g8
a7a6
d2c3
a6a5
g8f8
e8d7
e6c5
d7c7
f8e7
b8d7
e7d7
c7b6
d7d6
b6b5
a2a4
b5c4
d6d4
