h2h3
d7d5
a2a3
e7e5
e2e4
d5e4
a1a2
c8e6
d2d4
e6a2
c1e3
e5d4
d1d4
d8d4
f1b5
b8c6
g1f3
d4b2
b5e2
e4f3
b1c3
f3g2
e3c5
g2h1q
e2f1
b2c3
e1d1
h1f1
