c2c4
b8c6
e2e4
g8f6
b2b3
f6e4
d2d4
e7e5
c1e3
e5d4
h2h3
d4e3
d1d5
e3f2
e1d1
e4g3
d5e6
d7e6
d1c1
f2g1q
h1h2
g3f1
b1a3
f1e3
c1b2
g1f2
b2c3
f2f6
