g1f3
h7h6
b2b3
f7f6
c1b2
d7d6
b2a3
e8f7
d2d4
c7c6
d1c1
d8a5
a3b4
g7g5
b4d2
c8d7
a2a4
b8a6
h1g1
g5g4
b1a3
a5c7
a4a5
a8e8
d2h6
h8h7
f3e5
f6e5
c1f4
d7f5
f4e4
f5e4
d4d5
e4c2
g2g3
e8b8
f1h3
c2f5
h3g2
f5d3
a1c1
e5e4
f2f4
b8a8
c1c4
a8c8
c4c6
a6c5
c6a6
b7b6
