b1a3
g8h6
c2c3
e7e5
b2b4
c7c6
a1b1
f8d6
d1c2
g7g5
h2h4
d8b6
a3c4
d6b4
c2b3
g5h4
h1h3
c6c5
f2f4
e8f8
f4e5
b6a6
h3g3
f8e8
g1f3
b7b5
c4d6
e8d8
f3h4
f7f5
e1d1
h6f7
b3f7
a6c6
g3f3
b4a3
g2g3
c6e4
d6e4
h8f8
f7f8
d8c7
f3f4
a3b2
f8d6
c7b7
e4c5
