h2h3
e7e5
b2b3
g8f6
e2e3
b8c6
g2g4
f8b4
f2f3
e8g8
b1c3
d7d5
f1a6
b7a6
d1e2
h7h6
e3e4
a8b8
c3d1
c6d4
e1f1
d4e2
f1e1
e2c1
d1b2
d5e4
a1b1
d8d2
e1f1
d2c2
b2c4
c2b1
a2a3
c1b3
f1f2
b4c5
c4e3
c5e3
f2e2
f8d8
g4g5
e3g1
g5g6
d8d2
