h2h3
d7d5
g1f3
d8d6
b1c3
h7h5
a1b1
b8d7
b1a1
g8f6
a1b1
a7a6
f3g5
d7c5
a2a3
h8g8
c3a2
c5e6
g5f3
b7b5
b1a1
e6g5
f3g5
a8b8
a2b4
d6e6
g5e6
c8d7
b4a6
f7e6
a6b8
g7g5
e2e4
e8d8
b8d7
g8g7
d7f8
d5d4
f8e6
d8e8
e6g7
e8f7
g7h5
b5b4
f1c4
e7e6
d1f3
d4d3
f3f6
f7g8
f6g7
