e2e3
b8c6
g2g4
a8b8
f1b5
b8a8
b2b4
a8b8
g4g5
b8a8
d2d3
a8b8
d1g4
b8a8
g4f5
a8b8
d3d4
b8a8
b5d3
a8b8
h2h4
b8a8
c2c4
a8b8
h1h2
b8a8
g1h3
a8b8
b1c3
b8a8
e1d1
a8b8
f5g6
b8a8
c3d5
a8b8
f2f3
b8a8
g6h6
a8b8
d1e2
b8a8
d5f4
a8b8
c1d2
b8a8
e2e1
a8b8
f4g6
b8a8
g6f8
a8b8
f3f4
b8a8
d3g6
a8b8
c4c5
b8a8
e1d1
a8b8
b4b5
b8a8
g6h7
a8b8
f8g6
b8a8
a2a4
a8b8
a1a3
b8a8
g6e7
a8b8
b5c6
b8a8
h3g1
a8b8
d2c1
b8a8
a3b3
a8b8
h2h3
b8a8
h7b1
a8b8
a4a5
b8a8
d4d5
a8b8
b1c2
b8a8
h6g7
a8b8
g7f6
b8a8
b3a3
a8b8
f6d6
b8a8
c1d2
a8b8
a3a2
b8a8
c2a4
a8b8
e7c8
b8c8
a2a3
c8b8
a3c3
b8c8
c3c1
c8b8
h3f3
b8c8
h4h5
c8b8
d1e1
b8c8
f3g3
c8b8
a4d1
b8c8
g5g6
c8b8
g1f3
b8c8
e1f1
c8b8
d1c2
b8c8
f4f5
c8b8
g3g5
b8c8
f1f2
c8b8
f5f6
b8c8
g5g1
c8b8
g1g4
b8c8
d6e6
d8e7
a5a6
c8d8
f3e5
d8c8
g4h4
c8d8
h4e4
d8c8
f2g2
c8d8
c1h1
d8c8
h1h4
c8d8
g6f7
e8f8
e4f4
d8e8
e5c4
e8d8
c6b7
d8e8
c4a3
e8d8
a3b1
d8e8
e6d7
e8d8
d2a5
d8d7
d5d6
f8f7
a5b6
g8h6
h4h3
h8h7
f4f1
a7b6
b7b8q
c7c6
b8a8
d7d6
f1f3
e7e6
b1c3
h7h8
a8c8
h8h7
c3b5
h7h8
b5c7
h8h7
a6a7
h7h8
g2h2
h8h7
c7e8
f7f8
h2g1
f8f7
c2d3
f7f8
h3h2
f8f7
e8g7
h7h8
h2e2
h8h7
f3f5
h7h8
c8h8
b6b5
d3e4
d6d5
h8d8
e6e5
f5f3
h6g4
d8g8
f7g8
e2a2
g8h8
e4h7
h8h7
g7e8
h7h6
f3f5
h6h7
f6f7
h7h6
f5f6
h6h5
f6c6
b5b4
c6g6
d5d4
a2a4
e5e4
e8d6
h5h4
d6f5
e4f5
e3e4
f5f4
a4a6
b4b3
a6a3
d4d3
c5c6
f4f3
a3a1
g4h2
a1a3
h4h3
a3a4
b3b2
g6g4
d3d2
a4d4
f3f2
g1h1
h3g4
d4d3
g4g5
d3d2
g5g4
c6c7
g4g3
d2d7
g3g4
f7f8q
g4g3
f8f7
g3g4
f7h5
g4g3
h5h6
g3g4
h6h2
g4g5
h2h5
g5h5
d7e7
h5h4
c7c8q
h4h5
c8h8
h5g5
e7b7
g5g4
b7d7
g4g3
d7d4
g3g4
h8f8
g4g3
d4d2
g3g4
f8g7
g4h4
g7h7
h4g4
d2f2
g4g3
f2f3
g3g4
h7g8
g4h4
f3h3
h4h3
g8h7
h3g3
h7h2
g3g4
h1g2
g4g5
h2h3
g5g6
h3h4
g6g7
g2h1
g7g6
h4e1
g6g5
h1g1
g5g4
e4e5
g4g5
g1h1
g5g4
e1e4
g4g3
e4d5
g3g4
d5d4
g4g3
d4b2
g3g4
h1h2
g4g5
b2b6
g5g4
b6f2
g4g5
h2h1
g5g4
f2e3
g4h4
e3d3
h4h5
d3c3
h5h4
c3d2
h4h3
d2g2
h3h4
h1g1
h4h5
g2c6
h5h4
c6f3
h4g5
f3b7
g5g4
b7c7
g4g3
e5e6
g3g4
c7e5
g4h4
e5d5
h4h3
d5d1
h3h4
d1d8
h4h3
d8f6
h3g3
f6d8
g3g4
d8e7
g4g3
g1h1
g3g4
e7b7
g4g3
h1g1
g3g4
b7f7
g4g3
f7g6
g3h3
g6h7
h3g3
h7d3
g3g4
d3d1
g4g3
d1d5
g3g4
d5a5
g4g3
a5h5
g3f4
h5e5
f4f3
e5c3
f3f4
e6e7
f4f5
c3c4
f5f6
c4b5
f6f7
b5d3
f7f6
d3e3
f6f5
e3c3
f5f4
c3b2
f4f3
b2a2
f3f4
a2a3
f4f5
a7a8q
f5f4
a3f3
f4g5
f3e2
g5g6
a8f3
g6g5
e2c2
g5h4
f3f5
h4g3
c2e2
g3h4
e2f1
h4g3
f5e5
g3g4
g1g2
g4h4
g2g1
h4g4
f1f2
g4h3
e5b5
h3g4
b5a5
g4h3
f2g2
h3h4
a5a8
h4h5
a8e8
h5h4
g2h3
h4h3
g1f1
h3h2
e8h8
h2g3
h8d8
g3g4
d8a8
g4g3
a8a7
g3g4
a7d7
g4g3
d7f5
g3h2
f5h7
h2g3
f1e1
g3g2
h7f7
g2g1
f7g6
g1h1
g6d6
h1g1
d6d8
g1g2
d8f8
g2g1
e7e8q
g1g2
f8g7
g2h2
g7g3
h2h1
e8c6
