b1a3
e7e5
b2b3
g8f6
e2e4
f6e4
g1h3
d7d5
h3g1
f8c5
a3b1
c5f2
e1e2
f2g1
h2h4
b8a6
h4h5
c8g4
e2d3
a6b4
