AverageCheckNumer,AverageMoveNumber,AveragePieceDifferential,AveragePromotionNumber,LegalGamePercentage,DrawPercentage,VictoryPercentage
2.30208,53.0625,-3.51042,0.1875,4.16667,1.04167,2.08333
