g1f3
c7c5
b1c3
d8c7
c3d5
c7d6
d5c7
d6c7
f3e5
c7e5
d2d3
d7d5
f2f4
e5d4
c2c4
c8e6
h2h4
d5c4
d3c4
d4d1
e1d1
e6c4
e2e4
c4f1
h1f1
g8f6
e4e5
f6g4
d1c2
f7f6
e5f6
e7f6
f1e1
e8d8
e1e2
f8d6
e2e6
d8d7
e6e2
d6f4
c1f4
b8c6
e2d2
d7e6
a1f1
a8d8
d2d8
h8d8
c2c3
c6b4
c3c4
b4a2
c4c5
d8c8
c5b5
c8c2
f1b1
c2g2
f4b8
a7a6
b5b6
g7g5
h4g5
f6g5
b8c7
h7h6
b6b7
a2b4
c7b6
e6e5
b6c7
e5e6
c7b6
e6e5
b6c7
e5e6
