AverageCheckNumer,AverageMoveNumber,AveragePieceDifferential,AveragePromotionNumber,LegalGamePercentage,DrawPercentage,VictoryPercentage
7.90625,150.083,2.26042,0.8125,100,80.2083,8.33333
