h2h4
e7e5
h1h3
g8e7
h3g3
b8a6
c2c4
e7g6
d2d3
d8e7
g3g6
f7f6
g6g5
a8b8
c1f4
e8d8
g5g3
e5e4
h4h5
c7c5
f2f3
h8g8
d1c2
d7d5
f4e5
e7e5
c2d1
e5d6
b1a3
g8h8
d1b3
a6b4
e1d1
b4c6
c4d5
d6e6
g3g4
c6e5
f3e4
e6f7
g2g3
f7h5
d3d4
f8d6
b3f3
e5c6
f3h1
g7g5
a3b5
h5h3
a2a4
h8g8
e2e3
b7b6
g1f3
g8h8
f1d3
h3g2
b5c3
c5c4
h1f1
c6b4
f3h2
d8d7
f1g1
c4d3
c3a2
d7c7
g4h4
d6g3
a4a5
c8b7
b2b3
c7d6
a2c1
h7h5
h2g4
h8d8
g4h2
g2c2
