c2c4
f7f6
g2g3
b8a6
c4c5
a6c5
e2e4
c5e4
f1g2
e4g5
g3g4
a8b8
g2d5
c7c6
f2f4
c6d5
g1e2
g5f3
e1f1
b8a8
f4f5
h7h5
d2d3
h5g4
c1e3
h8h2
d3d4
h2h1
e2g1
g8h6
e3g5
h1g1
f1f2
g1d1
g5e3
h6f5
e3d2
f3d2
a2a4
d1b1
b2b4
b1a1
f2g2
a1a4
g2g1
d2f3
g1g2
a4a2
g2h1
f5g3
