b1c3
g7g6
e2e4
b8a6
g1f3
c7c6
f1e2
g8f6
e4e5
d7d5
e5f6
a6b8
f6e7
g6g5
e7d8q
e8d8
f3g5
c8f5
g5f7
d8e7
f7h8
f5d3
e2d3
b7b5
e1g1
f8g7
f1e1
e7f6
d1f3
f6g5
h8f7
g5h4
f3h3
