f2f4
e7e5
a2a4
e5f4
d2d4
f4f3
e2e4
f3g2
b1c3
g2h1q
d1e2
h1g1
b2b3
g1f1
e2f1
a7a6
c1b2
a6a5
e1f2
b7b6
f1e2
b6b5
f2g1
b5a4
e2h5
a4b3
h5h3
b3c2
b2a3
c2c1q
g1g2
c1a1
a3d6
c7d6
h3g4
a1c3
g4e6
d7e6
g2f2
c3d4
f2g3
d4e4
g3h3
e4f3
