g1h3
b8c6
b1c3
a8b8
c3e4
b8a8
h1g1
a8b8
b2b4
b8a8
h3f4
a8b8
e4g5
b8a8
g1h1
a8b8
f2f3
b8a8
g2g4
a8b8
f4e6
b8a8
b4b5
a8b8
f1h3
b8a8
h3g2
a8b8
h1f1
b8a8
g5f7
a8b8
a1b1
b8a8
e6g7
e8f7
g4g5
a8b8
g2h1
b8a8
c2c4
a8b8
b5b6
b8a8
a2a3
a8b8
f3f4
b8a8
f1g1
a8b8
a3a4
b8a8
h2h4
a8b8
g1g4
b8a8
e2e4
a8b8
e1f1
b8a8
e4e5
a8b8
h1g2
b8a8
d1e2
a8b8
e5e6
d7e6
h4h5
b8a8
e2e6
c8e6
c1a3
a8b8
g4h4
b8c8
f1e1
c8b8
b1b3
b8c8
h4h2
c8b8
b3c3
b8c8
g2c6
c8b8
c3b3
b8c8
b3g3
c8b8
h2h4
b8c8
c6d7
c8b8
g5g6
f7f6
a3b4
b8c8
e1e2
c8b8
h4g4
b8c8
d7c8
d8d7
b4a3
f8g7
h5h6
g8h6
e2f2
h8g8
d2d4
g8h8
g4g5
h8g8
g3h3
g8h8
g5g3
h8g8
g3g2
g8h8
h3h5
h8g8
c8b7
g8h8
h5a5
h8g8
f2e2
g8h8
g2f2
h8g8
e2d2
g8h8
a5e5
h8g8
d2c3
g8h8
a3d6
h8g8
b7a8
g8h8
f4f5
h8g8
e5e4
g8h8
a8d5
h8g8
d6f4
g8h8
c3b4
h8g8
b6b7
g8h8
d5c6
h8g8
f2f3
g8h8
f4h6
h8g8
f3f1
g8h8
f1c1
h8g8
c6d5
g8h8
c1c3
h8g8
c3h3
g8h8
h6d2
h8g8
b7b8q
g8h8
h3e3
h8g8
d2e1
g8h8
b4a3
h8g8
b8b5
g8h8
a3b3
h8g8
b3a3
g8h8
e4f4
h8g8
g6h7
g8h8
e3e4
h8h7
a4a5
a7a6
f4f2
c7c6
b5b7
d7d6
e1b4
g7h6
b7c8
h7h8
c4c5
h8h7
e4f4
h7h8
f4g4
h8h7
f2c2
h7h8
b4e1
h8h7
g4g1
h7h8
e1h4
f6f5
h4g5
h8h7
c8c6
h7h8
g1g3
h8h7
g5f4
h7h8
f4d2
h8h7
g3f3
d6f4
d2f4
h7h8
a3b3
h8h7
c6b6
h7h8
d5e6
f5f6
f3f2
h8h7
b3c3
h7h8
f4h2
f6g6
b6d6
h8h7
h2g1
e7d6
e6d5
h7h8
d5a8
h8h7
a8c6
h7h8
f2f4
h8h7
f4f8
h7h8
c6b5
h8h7
f8f6
g6g5
f6f7
h7h8
c2h2
h8h7
b5f1
h7h8
f7a7
h8h7
f1a6
h7h8
h2e2
h8h7
e2e7
h7h8
d4d5
h8h7
g1f2
h7h8
e7e3
h8h7
e3e4
h7h8
c3d4
h8h7
a7a8
h7h8
a8a7
h8h7
c5c6
h7h8
f2h4
g5g6
e4e1
h8h7
e1e5
h7h8
a6b5
h8h7
h4f2
h7h8
f2e1
h8h7
e1f2
h7h8
f2h4
h8h7
e5g5
g6f6
g5e5
f6g6
