d2d4
g8f6
c1g5
f6e4
b1c3
e4g5
c3b1
d7d6
c2c4
e7e5
e2e3
f8e7
b2b4
e7f6
e1e2
e5d4
b4b5
d4e3
b5b6
f6b2
d1b3
b2a1
f2e3
a7b6
g2g3
b8c6
h2h4
g5e4
h1h3
a1e5
a2a4
e4g3
e2f2
g3e4
f2g2
e4c5
b3a2
c6b4
a2f2
c5a4
f2f7
e8f7
f1e2
c8d7
b1a3
a4c3
g2h1
d7e6
e2f3
e6f5
h3h2
e5g3
h2d2
b4c6
e3e4
c3e4
d2d3
e4f2
h1g2
f5d3
f3c6
g3h4
c6e4
d3e4
g2h2
h4e7
a3c2
e4c2
h2g2
f2e4
g2h1
c2b3
h1h2
b3c4
g1f3
d8d7
f3e1
d7c6
h2h1
c6c5
e1c2
c5f2
c2e3
e4g3
