g1h3
f7f6
c2c4
e7e6
b2b3
f8b4
h1g1
c7c5
g2g3
g8e7
a2a4
h8f8
a1a2
f8f7
a2b2
e8f8
b1a3
b4a3
b3b4
c5b4
b2b4
a3b4
f1g2
e7g6
c1b2
d8e7
a4a5
b4a5
b2c1
f8g8
f2f4
f7f8
e1f1
h7h5
h3g5
f6g5
e2e4
g5f4
h2h3
f4g3
f1e1
e7c5
g2f1
c5f2
