c2c4
g8f6
c4c5
e7e6
b2b3
e6e5
c1a3
b8c6
f2f4
e5f4
d2d3
f6d5
a3b4
c6b4
d1c1
d7d6
e1f2
d8h4
g2g3
f4g3
f2f3
h4f6
f3e4
c8f5
e4f3
