b1c3
g8f6
f2f4
d7d5
e2e4
d5e4
h2h4
b8c6
c3a4
e7e5
d1f3
e4f3
h4h5
f3f2
e1d1
f2g1r
d1e1
g1h1
a4b6
a7b6
e1d1
d8d5
b2b4
c8g4
d1e1
d5g2
a2a4
h1f1
