g1f3
g7g6
b1a3
c7c5
b2b3
d8c7
h1g1
c7b6
h2h3
d7d6
a3b1
c8e6
a2a4
b6b3
g1h1
b3c3
f3h2
c3c4
e2e3
f7f5
f1e2
e6d5
b1a3
g6g5
h1g1
b7b6
g1f1
b8d7
e2f3
d5f3
a4a5
c4f7
g2g4
f8g7
e3e4
d7f8
a1b1
g7a1
b1a1
f3g2
e1e2
b6b5
e2e3
f7f6
e3d3
f6c3
d3c3
e8d8
a3c4
h7h6
a1a3
h8h7
h3h4
g2f3
c3b2
e7e6
h4g5
g8f6
g5f6
a7a6
g4g5
d8e8
d1f3
h7h8
c4e3
b5b4
c2c3
e6e5
f3h3
a8c8
d2d3
f8g6
h3h6
f5e4
d3e4
c8c6
h6g6
e8d8
g6e8
h8e8
f1d1
d8c8
a3a2
d6d5
b2b1
e8f8
e3f5
b4b3
b1a1
b3b2
a1b1
c6b6
f5h6
c8d8
e4d5
e5e4
a2a1
d8d7
d1h1
f8c8
a5b6
d7d6
f2f3
c8e8
h1g1
d6d5
h6g8
e4e3
b6b7
e8a8
b7b8k
d5d6
f3f4
c5c4
g5g6
b2c1q
b1a2
a8b8
g1f1
b8b7
f6f7
d6d7
g8h6
d7e7
f7f8r
e7d7
f1h1
b7c7
h2f3
c7c5
f3g5
c1b1
a2a3
b1c2
a1c1
c2e4
g5e4
c5a5
a3b2
a5h5
h6f7
h5h7
b2c2
h7h2
c2d1
h2h3
h1e1
h3f3
e1g1
f3f4
g1g5
f4f6
f8b8
f6c6
b8e8
c6g6
e8h8
e3e2
d1e1
a6a5
h8b8
g6a6
e1d2
d7c7
b8f8
a6e6
c1c2
c7b7
f7d8
b7c8
g5h5
e6f6
e4g5
c8c7
d8e6
c7c6
e6c5
c6c5
f8h8
f6e6
g5h7
c5c6
d2c1
e6h6
h8d8
c6c7
h5e5
h6h7
d8e8
h7g7
e8c8
c7b7
e5e8
g7f7
c2a2
f7f8
a2d2
b7a7
d2d3
f8f1
c1b2
f1c1
d3g3
c1a1
g3g5
a1a2
b2b1
a2a1
b1c2
a1a2
c2b1
a2b2
b1a1
b2b5
c8c5
e2e1q
e8e1
a5a4
e1f1
a7a6
f1g1
b5b4
g1b1
a4a3
c5b5
b4b3
g5g6
a6a7
b5d5
b3b4
d5b5
b4b2
b5b6
b2b6
g6d6
a7a8
d6h6
b6f6
b1c1
f6h6
c1f1
h6d6
a1a2
d6a6
a2a1
a3a2
a1b2
a6a7
f1a1
a7a5
b2c1
a5g5
a1b1
g5d5
c1c2
d5d6
b1b4
d6d7
b4a4
d7a7
c2b2
a2a1q
a4a1
a7a2
b2b1
a8a7
b1a2
a7a6
a1h1
a6a5
h1e1
a5a4
e1f1
a4a5
f1d1
a5a6
d1b1
a6a5
b1e1
a5a4
e1d1
a4a5
a2a1
a5a4
d1b1
a4a3
b1c1
a3b3
a1b1
b3a3
b1c2
a3a2
c1d1
a2a3
c2d2
a3b3
d1c1
b3a3
d2e2
a3b3
e2d1
b3b2
d1d2
b2a2
c1c2
a2a1
d2e2
a1b1
e2f1
b1a1
f1f2
a1b1
c2e2
b1c1
e2d2
c1b1
d2a2
b1c1
f2e1
c1b1
a2a1
b1b2
a1a3
b2b1
a3a5
b1b2
a5b5
b2c2
b5b1
c2d3
b1c1
d3e3
e1f1
e3e4
f1g1
e4d5
c1b1
d5d6
b1f1
d6c6
g1h2
c6c7
h2g3
c7b7
f1f8
b7c6
g3h3
c6d6
f8b8
d6c7
b8h8
c7b7
h3g4
b7c7
h8h6
c7d8
h6h8
d8e7
h8h5
e7f6
g4f4
f6g7
h5h4
g7f8
f4g3
f8f7
