c2c4
c7c5
e2e4
d7d6
f2f4
a7a5
h2h3
b8a6
g2g3
b7b5
b1a3
a8a7
h3h4
a6b4
a3b1
d8d7
f4f5
g7g6
d1b3
b4d3
e1d1
e7e6
h1h2
f8h6
f5g6
d3e1
a2a3
d6d5
b3b4
h6e3
f1g2
e3d4
g6h7
a7a6
e4e5
f7f6
g1h3
a6a8
b4b5
d4e5
a1a2
a8b8
b1c3
d7b5
c3e4
c8a6
a3a4
b8b7
g3g4
b5d7
g4g5
e1d3
g5f6
d7c6
h3f4
c6b5
a2a1
e5d6
g2h1
d6f4
d1c2
b5d7
h7g8b
f4h6
h2f2
d7c7
c2d1
h8h7
g8f7
e8d8
f2g2
d5e4
h4h5
h7g7
a1b1
g7g8
f7g8
d3f4
g2g7
a6b5
g8h7
c7f7
g7f7
b7c7
h7f5
h6f8
f5e6
b5a4
b2b3
f8d6
b1b2
d6e7
b3a4
e4e3
b2b4
f4e6
d1e2
e7f8
b4b7
c7d7
h1e4
e6d4
e2d1
d7f7
b7d7
f7d7
e4g2
d7f7
g2e4
d4c2
e4h1
f7f6
h1a8
f6b6
a8c6
b6b3
d2d3
c2a1
c6h1
b3c3
c1b2
f8g7
b2a3
c3a3
d1c1
d8d7
h1a8
g7f8
a8e4
d7e7
d3d4
a3b3
e4a8
b3b7
d4d5
b7b5
d5d6
e7d7
a8g2
e3e2
g2f1
f8d6
c1d2
d7c7
d2e3
d6f8
f1e2
c7b7
e2g4
b7c6
g4e6
a1c2
e3e2
c2b4
e6h3
c6c7
h3e6
b4d3
e6h3
c7b7
c4b5
b7b6
e2d3
c5c4
d3c3
f8c5
h3f1
c5g1
f1h3
b6b7
b5b6
b7b8
h3f1
g1f2
c3d2
b8c8
f1d3
f2h4
d3g6
c8d7
g6f5
d7e8
d2c1
h4d8
c1b1
e8e7
h5h6
e7f7
b1a1
f7e7
f5c2
d8c7
a1b1
c4c3
c2f5
e7f7
h6h7
f7e7
f5d7
e7d8
h7h8k
c7b8
d7g4
b8f4
g4e2
f4c7
e2f3
c7b6
b1a2
d8e8
f3h1
b6f2
h1d5
e8d8
a2b1
f2g1
d5c4
g1b6
b1c2
b6e3
h8g6
e3c5
c4e2
d8d7
g6h4
c5g1
e2d3
d7e8
h4g2
g1b6
g2h4
e8e7
d3e4
e7e6
e4g2
e6d6
g2c6
b6d8
h4f5
d6e6
c6h1
e6e5
h1d5
d8h4
f5d4
e5f6
d5g8
f6g5
d4b3
g5g6
b3d4
g6h6
c2c1
h4g3
g8d5
h6h5
d5c6
h5g5
d4f5
g3d6
f5h4
d6h2
c6e8
g5f6
h4f3
h2g3
c1b1
g3e5
b1c2
e5b8
c2c1
b8a7
f3g1
a7b6
e8f7
b6f2
g1f3
f2d4
f7e6
d4f2
c1b1
f2b6
f3e1
f6g5
b1c1
g5h6
e6f5
c3c2
f5d3
b6c5
d3g6
c5d4
g6c2
h6g7
c2b1
g7g8
c1d1
d4a7
b1h7
g8f8
h7b1
a7b8
b1e4
f8e8
d1c2
e8f7
c2b2
f7f6
e4h7
f6g7
h7d3
b8e5
b2a2
g7g8
d3a6
e5b2
a2b2
g8f8
a6c4
f8g7
c4e2
g7h8
b2c3
h8h7
e2g4
h7g7
c3d3
g7h6
d3e3
h6h7
g4c8
h7g7
c8g4
g7f8
e3f2
f8e8
g4f3
e8f8
f3g4
f8g7
g4f3
g7f7
f3g4
f7e7
g4f3
e7f6
e1d3
f6e6
f3b7
e6f7
b7a6
f7f8
f2e1
f8e8
e1d2
e8f8
d2e1
f8g7
d3b4
a5b4
e1f2
b4b3
f2g3
b3b2
g3h4
g7g6
a6b5
g6f7
h4g3
f7g6
g3g4
g6g7
g4f5
g7h8
a4a5
h8g8
f5f6
g8h8
a5a6
h8g8
f6e7
g8g7
b5d7
g7h8
d7f5
b2b1q
f5e6
h8g7
e7d7
b1d1
d7e8
d1f3
e6g4
f3f2
g4e2
f2f7
e8d8
f7h5
e2d1
h5h7
d1h5
h7g6
d8d7
g6h5
d7e7
h5f5
e7e8
f5b5
e8d8
b5b7
a6b7
g7g8
d8c7
g8g7
b7b8k
