g1f3
e7e6
b1c3
c7c6
e2e4
d8g5
f3g5
b7b6
d2d4
e6e5
d4e5
g8h6
c1e3
f7f6
e5f6
f8d6
d1d6
h6f5
f6f7
e8d8
g5e6
