d2d4
b8a6
b1c3
b7b6
d1d3
g8h6
c1h6
f7f6
h6g7
a8b8
g7h8
e7e6
h8f6
d8f6
g1f3
f8h6
e2e4
a6b4
d3d1
f6g7
f3e5
e8d8
f1c4
d8e8
d1h5
e8f8
e1g1
b4a6
h5h6
d7d6
h6g7
f8e8
e5c6
a6b4
g7e7
