f2f4
g8f6
g1h3
d7d5
b2b4
c8h3
h1g1
h3g4
d2d3
d5d4
c1a3
d8d6
e2e3
g4d1
a3b2
d6b4
b2c3
d4c3
e1d1
b8c6
e3e4
b4b2
f1e2
b2a1
h2h4
a1b1
