g1h3
b8c6
h3f4
e7e5
f4d5
g8f6
d5f6
d8f6
b1c3
f8d6
c3e4
f6g6
e4d6
c7d6
c2c3
e8g8
d1b3
b7b6
e1d1
c8b7
d1e1
c6d8
f2f3
d8e6
b3b4
d6d5
b4d6
f8e8
d6d7
a8b8
d7a4
e5e4
a4a7
e6c5
f3e4
b8a8
a7b7
c5b7
e4d5
b7c5
d5d6
c5b3
d6d7
e8d8
d2d3
b3a1
a2a3
d8d7
h1g1
a8e8
e1f2
g6f5
f2g3
a1b3
c1f4
g7g5
e2e3
g5f4
g3f2
e8e4
d3e4
f5e4
g2g3
d7d2
f1e2
e4e3
f2g2
e3e2
g2h1
e2h2
