g1h3
d7d5
h3g5
b7b6
e2e3
f7f5
f1b5
b8c6
b5c6
c8d7
c6d5
d7c6
d5c6
d8d7
c6d7
e8d8
d1f3
g8f6
g5f7
d8d7
f7e5
d7e6
f3c6
e6e5
d2d4
