b1c3
c7c6
e2e3
b7b6
g1f3
f7f6
d2d4
a7a6
f1d3
d7d6
c1d2
c8f5
d3f5
d8c8
f5c8
g7g6
c3a4
h7h5
a4b6
h8h6
b6a8
b8d7
d2a5
f8g7
e1g1
d7b6
a5b6
h5h4
a8c7
e8f8
d1d3
h6h8
d3g6
e7e6
g6e8
