c2c4
g8f6
e2e3
e7e5
d1e2
f8e7
a2a3
b8c6
g2g4
e8g8
a1a2
d7d5
c4d5
d8d5
a3a4
d5h1
e2a6
b7a6
f1a6
c8a6
b2b3
h1g1
