d2d4
d7d5
b1c3
g8f6
g2g3
c7c5
f1g2
c5d4
d1d4
b8c6
d4h4
d5d4
c3b1
e7e5
c2c3
f8c5
h4g5
e8g8
g2c6
b7c6
g5e5
d8a5
b2b4
c5b4
e5a5
b4a5
c1d2
d4d3
c3c4
a5b6
b1c3
f8e8
a1b1
c8f5
e2e3
f6e4
c3e4
f5e4
f2f3
e4f5
g3g4
b6e3
g4f5
e3g1
e1d1
g1b6
b1b3
a8d8
h1e1
e8e1
d1e1
f7f6
a2a4
h7h5
a4a5
b6g1
a5a6
g1h2
d2e3
h2c7
e1d2
c7a5
d2d1
h5h4
e3f4
h4h3
f4g3
d8d4
b3a3
a5b4
a3b3
c6c5
g3b8
d3d2
b3e3
d4c4
d1e2
c4c1
e3d3
c1e1
e2f2
c5c4
d3d8
g8h7
f2g3
c4c3
b8f4
d2d1q
d8d1
e1d1
g3h3
c3c2
f4e3
b4d2
e3a7
c2c1q
a7f2
d1h1
h3g3
c1f1
f2d4
h1h3
g3g4
f1f3
