g2g4
d7d5
h2h3
b8c6
g1f3
d5d4
f3g5
d8d5
c2c3
d5h1
d1c2
h1d5
h3h4
c8g4
g5e6
g4e6
f2f3
d5e5
b2b3
e5g3
e1d1
g3f2
a2a3
f2f1
