a2a4
e7e5
g1f3
b7b6
b1c3
d7d5
c3e4
g8f6
f3e5
b8d7
h1g1
d8e7
e5f7
d7e5
f7d8
c8e6
e4f6
g7f6
d8b7
b6b5
b2b4
a8c8
b7d6
e8d8
c1b2
e6h3
b2d4
c7c6
d6e4
d8d7
d1c1
e7b4
d4a7
e5g4
a7e3
c8d8
c1d1
d7e7
e4f6
f8g7
f6g4
g7h6
d1c1
h6e3
g1h1
e3b6
a4b5
d8d7
a1a3
e7e8
g4e5
d7b7
e1d1
c6b5
h1g1
h3e6
a3a1
b4d4
a1a5
d4d3
e5d3
e6g8
d3b4
g8f7
b4d5
b6a7
a5b5
a7b8
d1e1
h7h5
c1a1
h5h4
a1h8
f7g8
h8h4
e8f7
h4b4
b7b5
d2d4
b8h2
b4c5
h2f4
c5e7
f7g6
e7e3
f4e3
d5e7
g6g7
f2e3
b5b1
e1f2
b1f1
f2g3
g7h7
e7d5
f1d1
g3f2
d1b1
g1c1
g8f7
c1g1
b1c1
g2g3
f7g8
d5f6
h7h6
f6d5
h6h7
d5f6
h7h6
f6d5
h6g7
g1c1
g7h8
c1f1
g8h7
c2c4
h7g8
d5b4
g8f7
c4c5
f7b3
b4c2
b3f7
c2b4
f7g8
f2g2
g8b3
f1h1
h8g8
b4d5
b3c4
h1h5
c4a6
d5e7
g8f8
e7g6
f8f7
g6e5
f7f6
g2g1
a6e2
h5h1
e2g4
h1h2
g4d7
e5d7
f6f5
d7e5
f5g5
h2h3
g5f5
g1f1
f5f6
f1e1
f6f5
e1d1
f5e6
d1c1
e6f5
e5f3
f5e6
c1b1
e6e7
f3e5
e7f8
b1a1
f8g7
e3e4
g7f8
h3h4
f8g7
h4f4
g7g8
d4d5
g8g7
c5c6
g7h8
c6c7
h8h7
f4f5
h7h8
f5g5
h8h7
c7c8q
h7h6
c8f5
