b1a3
e7e5
h2h3
d7d5
e2e3
e8d7
c2c3
b8c6
a3b5
a7a6
h3h4
a6b5
d1e2
b5b4
h4h5
g8f6
g2g4
b4c3
g1f3
c3b2
e2d1
b2a1q
d1e2
a1c1
e2d1
c1d1
e1d1
f6g4
d1e1
a8a2
f1g2
f8b4
f3g5
a2d2
g5h3
d2f2
e1d1
f2g2
h1f1
g4e3
d1c1
e3f1
c1d1
d8h4
h3f2
h4f2
h5h6
f2c2
