b1a3
f7f6
c2c4
e7e6
h2h3
f8b4
c4c5
b4c5
e2e4
e8f8
f1a6
b7a6
a3b5
a6b5
g2g3
g8e7
d1g4
c8b7
e1f1
h7h5
f1e1
h5g4
b2b3
g4h3
d2d4
c5d4
f2f3
d4a1
a2a4
b5a4
c1d2
a4b3
d2c3
a1c3
e1d1
b3b2
g1h3
b2b1q
d1e2
b1h1
e2e3
h8h3
f3f4
b7e4
f4f5
h1f3
