f2f3
g7g5
g1h3
f8g7
h3g5
h7h5
g5h3
e7e5
h3g5
c7c5
g5e6
d8b6
e2e4
f7e6
b2b3
e8e7
b1a3
a7a6
f1a6
b8c6
h1f1
a8a6
d2d4
e5d4
c1h6
g8h6
d1e2
h8f8
f3f4
a6a4
a3b1
f8e8
e1d2
a4a8
b1a3
a8a7
f1h1
c6d8
e2d1
e7f7
h2h4
b6c6
d1h5
f7f8
h1b1
h6g8
a3c4
c6d6
b1f1
b7b6
a2a4
d4d3
c2d3
g7h8
h5g6
a7b7
g6g7
h8g7
c4a3
d6c7
d2c1
g8h6
c1b1
b6b5
g2g3
g7f6
f1f2
f6e5
a3b5
e5c3
h4h5
c3b2
f2c2
c5c4
b1a2
h6f7
a2b2
b7b5
b2c1
b5a5
f4f5
a5c5
d3c4
c5b5
a1a3
c7f4
c1d1
b5b8
c2h2
f4e5
h5h6
e6f5
h2h3
c8b7
d1c1
d8c6
h6h7
f7h6
g3g4
f5g4
h7h8k
b8d8
h3c3
e8e6
a3a2
e5g3
c1d2
f8g7
d2c2
g3e3
c2b1
d8c8
b1c2
e3a7
a2a1
b7a8
a1a3
c6e5
c3g3
e5d3
c2c3
d3c1
g3g2
g7h7
g2c2
a7c5
c2g2
e6g6
g2c2
c5g1
c2e2
c8g8
c3c2
g1f2
a3a2
g8b8
b3b4
h6f5
c2c3
b8e8
c3b2
f5d4
h8g6
a8b7
a2a3
e8h8
b2c3
f2e2
g6f4
h8f8
a3a2
b7c6
a2c2
c1a2
c2a2
d4b5
c4b5
d7d6
a2d2
e2d1
b5c6
d1b3
c3b3
f8h8
d2f2
d6d5
e4e5
h8b8
b3a3
b8d8
f2h2
h7g7
h2f2
g7h7
f2c2
d8d7
b4b5
d7a7
c2e2
h7h6
f4h5
a7f7
e2h2
f7f6
h2a2
g4g3
h5f6
h6g7
e5e6
g3g2
e6e7
g7h6
a3b2
d5d4
c6c7
g2g1q
f6e4
g1g5
e7e8q
g5f4
c7c8k
f4c1
b2b3
c1a3
a2a3
h6h7
e4g5
h7g7
e8f8
g7g6
f8h6
g6h6
b3b2
h6h5
a3h3
h5g6
h3b3
g6f6
g5h7
f6f7
b2a3
f7g8
a3b4
d4d3
c8b6
d3d2
b3f3
d2d1q
h7g5
d1a1
f3a3
g8f8
g5f7
a1b1
b4c5
b1g6
c5d5
g6g3
b6c4
g3g4
a3d3
f8e8
c4d2
g4g6
d2b3
g6a6
b3c1
a6f6
c1b3
f6d6
d5e4
d6e7
e4f3
e7f8
d3c3
e8f7
c3c8
f8c8
b3a1
c8c7
f3g2
f7e8
a4a5
c7g3
g2f1
g3g7
a1b3
g7g3
b3d2
g3g2
f1e1
e8f7
d2f1
f7f6
f1h2
f6f5
h2f1
g2e2
e1e2
f5g5
e2e3
g5g6
f1h2
g6h7
h2f3
h7g7
e3f4
g7g8
f4g5
g8g7
f3d4
g7g8
g5h4
g8h8
h4g4
h8h7
g4g3
h7h6
g3g2
h6g6
g2g1
g6h7
d4f5
h7g8
g1g2
g8h7
g2h1
h7h8
f5e3
h8g8
e3d1
g8g7
b5b6
g7h8
a5a6
h8g8
b6b7
g8h8
h1g2
h8h7
g2h2
h7g7
h2g2
g7f7
g2f1
f7f6
d1c3
f6e6
c3a2
e6d6
a2b4
d6d7
f1e1
d7e7
b4d5
e7f8
d5c3
f8e8
b7b8q
e8e7
c3a2
e7e6
b8d8
e6e5
d8c7
e5e6
c7g7
e6f5
g7e5
f5e5
e1f1
e5f6
f1g1
f6g7
g1h1
g7f8
h1h2
f8g7
h2g1
g7h8
g1f1
h8h7
f1g2
h7h6
g2f1
h6g6
f1g2
g6h7
g2f3
h7h6
f3e3
h6h7
e3d3
h7g7
a2b4
g7h8
d3d2
h8h7
d2c2
h7g8
c2c1
g8h7
b4a2
h7h6
a2c3
h6g7
c3a2
g7g8
a2c3
g8f8
c3a2
f8f7
a2b4
f7f8
b4a2
f8e8
a2b4
e8f8
b4a2
