b1c3
d7d5
d2d4
g8f6
e2e3
e7e6
g1f3
b8d7
f1e2
f8d6
g2g3
e8g8
h2h4
c7c6
h4h5
h7h6
e1g1
f6h5
e3e4
d5e4
c3e4
d6c7
c2c3
h5f6
e4f6
d8f6
f1e1
e6e5
e2d3
e5d4
c3d4
f8d8
e1e4
d7f8
c1f4
c8g4
f4e5
f6f3
e4g4
f3d1
a1d1
c7e5
d4e5
d8d5
d3c2
d5e5
g4b4
e5e7
b4e4
e7e4
c2e4
a8e8
f2f3
f8e6
g1f2
g8f8
b2b4
f8e7
f3f4
a7a5
d1e1
e7d6
b4a5
e8a8
e1d1
d6c7
a2a4
a8a5
e4c2
a5c5
c2b3
c5c3
b3e6
f7e6
d1e1
c7d6
e1b1
c3c2
f2f3
c2c3
f3g4
d6c7
b1e1
c7d6
e1d1
d6c7
d1e1
c7d7
e1b1
d7c8
b1e1
c8d7
e1b1
d7c8
b1e1
b7b5
a4b5
c6b5
e1e6
b5b4
e6e8
c8b7
e8e7
b7b6
e7g7
b4b3
g7g6
b6b7
g6e6
b3b2
e6e7
c3c7
e7e1
c7c1
e1e7
b7c6
e7e6
c6c5
e6e5
c5c4
e5e4
c4c3
e4e3
c3c4
e3e4
c4c5
e4e5
c5b6
e5e6
b6c7
e6e7
c7c6
e7e6
c6b7
e6e7
b7a6
e7e6
a6b5
e6e8
c1c6
e8e1
c6c1
e1e8
b2b1q
e8b8
b5c4
b8b1
c1b1
g4h5
b1g1
g3g4
c4d5
g4g5
h6g5
f4f5
d5e5
h5g6
g1f1
f5f6
f1f6
g6h5
f6f3
h5g4
f3f5
g4g3
f5f4
g3h3
e5e4
h3g2
f4g4
g2f2
e4d3
f2f3
g4e4
f3f2
e4f4
f2g3
d3e2
g3g2
f4g4
g2h3
e2f3
h3h2
f3f2
h2h3
g4h4
