b1c3
b8c6
a1b1
g8f6
b1a1
e7e5
a1b1
d7d5
b1a1
d5d4
a1b1
d4c3
b1a1
c3d2
c1d2
d8d4
a1b1
f8c5
b1c1
d4f2
