b2b4
g8h6
f2f3
c7c6
c1a3
h6g8
a3c1
e7e6
g2g4
d8g5
h2h3
c6c5
c2c4
g8f6
b4c5
g5f4
d2d3
f4c4
b1c3
c4a2
g4g5
a2b3
d1c2
f6e4
c3d1
f7f5
e2e3
f5f4
c2b3
g7g6
e3f4
e4f2
f4f5
f2e4
b3b4
a7a6
c5c6
e4f2
c6c7
d7d6
b4a3
b8d7
d1b2
d7f6
e1e2
f2g4
e2d1
f8e7
a3c5
h7h6
c1d2
h8f8
a1a6
f8f7
d2f4
e6f5
g1e2
e8f8
c5b5
f6d7
a6a5
g4e5
a5a6
h6h5
a6b6
e7d8
b2c4
f8g8
e2d4
d7c5
d4f5
c5e4
c7d8q
f7f8
d1e2
c8f5
f4g3
a8b8
g3h2
e4d2
c4d2
g8g7
e2e3
b8a8
h3h4
a8b8
h2e5
d6e5
d8e7
f8f7
b5e5
g7h7
e5g3
b8d8
g3h2
f7e7
e3f2
e7f7
b6c6
d8a8
f2g3
f7f6
d2c4
f6f7
c4d2
a8a3
h2e2
a3a6
g3g2
f5c8
e2e3
a6a3
c6a6
c8h3
g2g3
b7a6
h1g1
h3g4
e3a7
h7h8
d2c4
g4d7
a7a8
h8h7
a8d5
h7g7
f1g2
a3d3
g1d1
d3a3
g3f2
a3a5
d1e1
f7f5
e1a1
d7e8
d5b7
g7h8
a1b1
a5a1
b1f1
f5f3
g2f3
a1e1
b7a8
e1f1
f2e2
f1f3
a8a7
e8b5
a7b6
f3f1
b6e3
f1a1
e3b3
b5e8
b3b6
a1a2
e2f3
a2a3
f3f2
a3a4
b6a6
e8f7
f2g3
f7c4
a6c8
h8h7
c8c6
c4d3
g3f3
d3b1
c6b5
a4a7
b5d7
h7h8
f3g3
a7a5
d7e8
h8h7
e8f8
b1e4
f8a8
a5a3
g3f4
a3g3
f4e4
g3f3
a8a5
h7h8
a5c5
f3c3
c5a5
c3h3
e4e5
h3h2
a5d8
h8h7
d8c8
h2d2
c8g8
h7g8
e5e6
d2f2
e6e5
g8g7
e5d4
f2f5
d4d3
f5f6
d3c3
f6f8
c3d4
f8g8
d4c5
g7f7
c5c4
g8g7
c4d5
f7g8
d5c5
g7c7
c5d6
c7a7
d6e6
a7f7
e6d6
g8f8
d6c5
f8e8
c5b6
f7f5
b6a7
f5a5
a7b7
a5a1
b7b6
a1d1
b6b7
d1d4
b7c6
d4b4
c6d5
b4b1
d5d6
b1f1
d6d5
f1f7
d5c6
f7f3
c6c5
e8f8
c5c6
f3f6
g5f6
g6g5
c6d6
g5h4
f6f7
f8f7
d6d7
h4h3
d7c6
h5h4
c6b7
f7e8
b7a8
h3h2
a8b8
e8e7
b8c8
e7e6
c8d8
h2h1q
d8c8
e6e7
c8c7
h1b7
c7b7
e7e6
b7a6
e6d7
a6b5
h4h3
b5b4
d7c8
b4b5
h3h2
b5c4
c8d8
c4c3
d8d7
c3c2
d7c7
c2b1
c7d8
b1a2
h2h1q
a2b2
d8e8
b2b3
h1b7
b3a2
b7a6
a2b2
e8d7
b2c2
a6c6
c2d3
d7e6
d3d4
e6d6
d4d3
c6b7
d3e2
b7f3
e2f3
