f2f4
e7e6
f4f5
e6e5
a2a3
e5e4
b2b4
a7a6
g1f3
a6a5
f3e5
e4e3
a1a2
b7b6
b4b5
c7c6
g2g4
d7d6
h2h3
a5a4
g4g5
d6e5
f5f6
e3d2
b1d2
g7f6
d2c4
c8e6
f1g2
e5e4
c1d2
e6c4
e1f1
c4a2
e2e3
c6c5
c2c4
f6f5
h3h4
f5f4
d1c2
f4f3
c2b3
f3g2
f1f2
a4b3
g5g6
g2h1q
d2c1
d8h4
f2e2
h1c1
g6g7
b3b2
g7h8q
f7f6
h8h7
f6f5
h7a7
f5f4
a7a6
f4f3
