b1c3
b8a6
d2d4
e7e5
e2e4
d8g5
c1g5
g8h6
f1a6
f8e7
g5e7
h6g8
d4e5
a8b8
a6b5
g8h6
e7g5
f7f5
g5h6
e8f7
d1h5
f7e7
h6g7
a7a6
g7h8
h7h6
h8f6
e7e6
h5f5
e6f7
b5d7
c7c5
d7c8
b7b5
e5e6
f7g8
c8a6
b8e8
a6b5
e8c8
f5g6
g8f8
g1f3
c8a8
g6h6
f8g8
e1g1
a8a5
h6g6
g8f8
e6e7
