b1a3
d7d5
h2h4
e7e5
a3c4
d5c4
h1h2
b8c6
g1f3
g8f6
e2e4
f6g4
a2a3
g4h2
b2b4
h2f3
e1e2
c8g4
d2d3
c6d4
e2e3
g7g6
a1a2
f8h6
