b2b4
b8c6
f2f3
c6b4
c2c3
b4d5
d1b3
g8f6
b1a3
d5b6
b3b2
g7g5
b2b1
g5g4
b1g6
h7g6
g2g3
g4f3
e2e4
f6e4
g1f3
e4g3
f1d3
g3h1
d3f1
g6g5
f3h4
h8h4
c3c4
h4h2
a3b5
g5g4
a1b1
g4g3
b5a3
e7e6
b1b5
d8f6
b5g5
f6a1
a3b5
a1c1
