e2e3
a7a6
b1c3
a6a5
g1f3
d7d6
f1b5
c7c6
b5d3
a5a4
f3g5
g8h6
g5h7
h6g4
e1g1
g4f2
f1f2
b8d7
d1h5
d7c5
f2f7
g7g6
d3g6
e8d7
h7f6
