b1a3
d7d5
g1f3
b8c6
a1b1
h7h5
b1a1
b7b6
a1b1
c8d7
b1a1
e7e5
f3e5
d8b8
e5d7
f8a3
d7b8
c6d8
b2a3
g8e7
c1b2
d8c6
b2g7
h8g8
b8c6
b6b5
c6e7
h5h4
e7g8
e8d7
d1b1
a8c8
b1b5
c7c6
b5d5
c6d5
a1b1
a7a6
b1b2
f7f6
g8f6
d7c7
f6d5
c7c6
h1g1
c8e8
