g1f3
b7b6
e2e4
b8c6
e4e5
c6d4
f3d4
d7d6
f1b5
c7c6
d4c6
g7g5
c6d8
c8d7
d8f7
d6e5
b5d7
e8f7
d1h5
f7g7
d7e6
a8d8
h5g5
