h2h4
b7b6
a2a4
c8b7
f2f4
e7e6
a1a2
f8e7
e2e3
e7h4
g2g3
h4g3
e1e2
b7h1
b1c3
h1b7
c3b1
d8h4
f1h3
h4h5
h3g4
h5g4
g1f3
g4f3
e2d3
f3d1
a2a3
d1c1
d3c3
c1b1
b2b4
b8c6
e3e4
b1b4
c3d3
b4a3
d3c4
b7a6
