h2h3
c7c6
b1c3
g7g6
d2d4
b7b5
e2e3
g6g5
c3b1
a7a5
e1e2
e7e5
h1h2
d7d5
b1a3
f8g7
e2e1
c8b7
a1b1
e5d4
f1e2
d8c8
c1d2
e8d8
e3d4
c8d7
h3h4
b7c8
e2h5
d7c7
g1e2
c8b7
d2g5
g8f6
g2g4
h8e8
b2b4
b7a6
c2c4
g7h6
c4b5
a8a7
h5f7
e8h8
f7d5
h6f8
d5e4
f8c5
g5h6
a7b7
e2c1
b7b6
h2g2
c7e7
e1e2
d8c8
b5a6
b6b5
h6g7
b8a6
g7h6
e7d7
e4g6
c8c7
a3c2
f6h5
h6d2
b5b7
c2e3
d7c8
g4h5
b7b8
e2d3
b8a8
e3f1
a5b4
b1b3
c8e8
f1e3
e8c8
b3c3
c5d4
c1e2
c7d8
e2d4
b4b3
d4c2
a8a7
e3f5
c8f5
d3d4
a7b7
c3h3
a6b4
d4c3
d8c8
g2g3
b4d3
d2g5
h8f8
g5c1
b7g7
c2d4
c8c7
c1b2
c7d6
d4c6
g7a7
c6d8
d6c7
c3b3
f5g4
g6e4
a7a2
d8e6
g4e6
b3c2
e6g8
g3g8
c7c8
e4g6
d3e1
c2c1
e1c2
h3d3
c2a3
g6e8
f8f7
g8g7
a3b1
d1b3
f7f3
d3d1
b1d2
b3b5
f3f6
b5c4
d2c4
b2a3
a2c2
c1c2
c4b2
d1e1
b2a4
e1g1
f6f2
c2b3
f2f3
b3c2
h7h6
c2d2
f3f6
d2c1
a4c5
g7g5
f6f1
c1b2
c8b8
g5g7
f1f3
b2a2
c5d7
g7g3
d7c5
g3h3
c5d3
g1g5
d3f4
h3g3
b8c7
a2b1
f3g3
g5g8
c7b7
a3b2
g3g5
h4g5
b7c8
b2f6
h6g5
e8a4
c8c7
f6b2
f4d5
g8f8
c7b7
f8c8
d5b6
b1c2
b6a8
h5h6
b7b6
a4d7
b6a7
b2e5
a8c7
e5f4
g5g4
c8f8
c7a8
d7g4
a8b6
f8g8
b6c4
g8a8
a7a8
f4h2
c4d6
h6h7
d6e4
g4e6
e4c3
h2e5
c3d1
e6g8
a8a7
e5h2
d1f2
h2f4
f2e4
f4c1
e4f2
g8f7
a7a8
c1h6
a8a7
f7d5
f2h1
c2d3
h1f2
d3c4
f2d3
h6f4
d3c5
h7h8q
a7a6
f4g3
a6a5
h8h6
c5d7
g3h4
d7b6
c4d3
b6c4
d3e4
a5b5
h4f2
b5a5
h6d2
c4d2
e4e5
d2e4
d5b3
e4g3
b3c4
g3e2
c4b5
e2g3
b5f1
g3h1
f1a6
a5a6
e5e4
h1g3
e4e5
g3f5
e5e6
f5h6
f2a7
a6a7
