d2d4
b8c6
b1d2
c6d4
g2g3
d4c2
d1c2
d7d5
c2c3
a8b8
c3f6
e7f6
h2h3
c8h3
d2f3
h3f1
a2a4
f1g2
f3h2
g2h1
a1b1
h1e4
b2b4
e4b1
c1a3
d8d7
f2f3
d7a4
g1h3
a4a3
e1f1
f8b4
e2e4
d5e4
h2g4
e4f3
h3g1
b8a8
g4h6
g7h6
g1f3
a3f3
f1g1
f3g3
g1h1
b1e4
