b1c3
b8a6
d2d4
h7h5
e2e4
h5h4
f1a6
b7b6
a6c8
g7g5
c8b7
d7d5
b7c6
d8d7
c6d7
e8d8
d7c6
a8c8
c3d5
f7f5
c1g5
h8h7
d5f4
h7f7
f4e6
